Symbol,Description,Sector,Index,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Analyst rating
RBLBANK,RBL Bank Ltd.,Finance,"Nifty 500, Nifty Private Bank, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 500 Momentum 50, Nifty 500 Equal Weight, Nifty Housing, Nifty MidSmall Financial Services, Nifty 500 Value 50, Nifty 500 LargeMidSmall Equal-Cap",410.8,INR,-1.2499999999999973,2711005,0.5603342107339292,646431494251,INR,29.898107714701602,13.74,INR,45.111209682529626,0.239923224568138,Buy
RECLTD,REC Limited,Finance,"Nifty Financial Services, Nifty 500, Nifty Next 50, Nifty Financial Services 25/50, Nifty 200, Nifty PSE, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 500 Value 50, Nifty 200 Value 30, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50",313.8,INR,-0.2225755166931601,3526950,0.6815880194027513,830387242659,INR,5.153073205497269,60.8957,INR,-4.872021182700795,5.88235294117647,Buy
RELIANCE,Reliance Industries Limited,Energy minerals,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty Oil and Gas, Nifty 200, Nifty Energy, Nifty Commodities, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Mobility, Nifty 50 Value 20, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty Alpha Low Volatility 30, Nifty 100 Low Volatility 30, Nifty 500 Multicap Infrastructure 50:30:20, Nifty Top 10 Equal Weight Index, Nifty 100 Liquid 15, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty India Select 5 Corporate Groups (MAATR), Nifty Low Volatility 50, Nifty Top 15 Equal Weight",1274,INR,-0.3909304143862392,9296079,0.693716075288688,17335182539062,INR,23.07130917908515,55.2201,INR,-8.318252305321916,0.468384074941452,Strong buy
RVNL,Rail Vikas Nigam Ltd.,Industrial services,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty PSE, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 500 Multicap Infrastructure 50:30:20, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap",205.6,INR,-0.6763285024154617,5012189,1.0647451983650447,431599144043,INR,47.654366771741145,4.3144,INR,-24.533846422949093,0.826086956521739,Strong sell
SAIL,Steel Authority of India Limited,Non-energy minerals,"Nifty 500, Nifty Metal, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty LargeMidCap 250, Nifty 500 Momentum 50, Nifty MidCap 150 Momentum 50, Nifty 500 Equal Weight, Nifty Housing, Nifty Dividend Opportunities 50, Nifty 200 Alpha 30, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap",183.75,INR,-1.4216738197424923,8060794,0.30587886114955576,769310354004,INR,17.7652950730915,10.3432,INR,40.785103718625784,0.859060402684564,Neutral
SBICARD,SBI Cards & Payment Services Ltd,Finance,"Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty MidSmall Financial Services, Nifty Rural, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty Low Volatility 50",666.3,INR,-0.3141831238779208,1286184,0.2697749467532888,637600895386,INR,27.868166799113304,23.909,INR,21.13550923627224,0.373134328358209,Neutral
SBIN,State Bank of India,Finance,"Nifty 50, Nifty Bank, Nifty Financial Services, Nifty 500, Nifty PSU Bank, Nifty Financial Services 25/50, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty Alpha Low Volatility 30, Nifty 500 Value 50, Nifty 100 Low Volatility 30, Nifty 200 Value 30, Nifty 100 Liquid 15, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Value Low-Volatility 30",1009.7,INR,0.919540229885062,5504031,0.735458851783359,9245386927768,INR,10.810955501306266,93.396,INR,4.927771998139533,1.73222843450479,Strong buy
SHRIRAMFIN,Shriram Finance Limited,Finance,"Nifty 50, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Momentum 50, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty 200 Alpha 30, Nifty High Beta 50, Nifty 100 Liquid 15, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap",1038,INR,0.8746355685131195,2757241,0.6407095773968305,2422043403736,INR,18.329507328271234,56.63,INR,10.003885003885015,1.04920580949143,Strong buy
SRF,Srf Limited,Process industries,"Nifty 500, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Commodities, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty 500 LargeMidSmall Equal-Cap",2519,INR,-0.03968253968253968,210831,1.0829489891993263,745508383789,INR,34.54015927689169,72.9296,INR,51.08273446126373,0.397614314115308,Buy
SUNPHARMA,Sun Pharmaceutical Industries Limited,Health technology,"Nifty 50, Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty Alpha Low Volatility 30, Nifty 100 Low Volatility 30, Nifty Growth Sectors 15, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",1861,INR,-0.2091264947182203,1178648,0.7428019179970248,4483051997681,INR,36.91566723927938,50.4122,INR,16.617162632319193,0.856301846400856,Buy
TATAPOWER,Tata Power Company Limited,Utilities,"Nifty 500, Nifty Next 50, Nifty Infrastructure, Nifty 200, Nifty Energy, Nifty India Consumption, Nifty Commodities, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Rural, Nifty Tata Group 25% Cap, Nifty 500 Multicap Infrastructure 50:30:20, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty India Select 5 Corporate Groups (MAATR)",367,INR,-0.8108108108108109,2896528,0.44312108928193117,1179080312256,INR,30.397402554375738,12.0734,INR,-4.977254482204981,0.677506775067751,Buy
TATASTEEL,Tata Steel Limited,Non-energy minerals,"Nifty 50, Nifty 500, Nifty Metal, Nifty 200, Nifty Commodities, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty Tata Group 25% Cap, Nifty 200 Value 30, Nifty High Beta 50, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty India Select 5 Corporate Groups (MAATR)",186.78,INR,-1.0437086092715226,23334612,0.6951563237140238,2353770039415,INR,21.110809711108097,8.8476,INR,143.126047649144,2.12145319543888,Buy
TCS,Tata Consultancy Services Limited,Technology services,"Nifty 50, Nifty 500, Nifty IT, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Tata Group 25% Cap, Nifty 100 Low Volatility 30, Nifty 200 Quality 30, Nifty Growth Sectors 15, Nifty Top 10 Equal Weight Index, Nifty 100 Quality 30, Nifty 500 Quality 50, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50, Nifty Top 20 Equal Weight, Nifty India Select 5 Corporate Groups (MAATR), Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",2204.1,INR,-0.1766304347826128,2490912,0.9524415848010188,7992355071777,INR,16.01362985781646,137.639,INR,1.067516881423239,2.94250792213671,Buy
TECHM,Tech Mahindra Limited,Technology services,"Nifty 50, Nifty 500, Nifty IT, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Growth Sectors 15, Nifty 100 Quality 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty India Select 5 Corporate Groups (MAATR), Nifty Low Volatility 50",1525.8,INR,1.1803713527851427,1405653,0.7012482006747414,1472405892929,INR,26.379668049792528,57.84,INR,12.990818519242051,3.39490763854219,Buy
TITAN,Titan Company Limited,Consumer durables,"Nifty 50, Nifty 500, Nifty Consumer Durables, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty India New Age Consumption, Nifty Alpha Low Volatility 30, Nifty Tata Group 25% Cap, Nifty 100 Low Volatility 30, Nifty Non-Cyclical Consumer, Nifty Growth Sectors 15, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty India Select 5 Corporate Groups (MAATR), Nifty Low Volatility 50",5021,INR,0.3196803196803197,336565,0.5746017703194527,4429875376665,INR,77.38902589395808,64.88,INR,55.023941736994516,0.300613251032106,Buy
TMPV,Tata Motors Passenger Vehicles Ltd,Consumer durables,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty Rural, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty India New Age Consumption, Nifty 500 Value 50, Nifty Tata Group 25% Cap, Nifty 200 Value 30, Nifty 100 Liquid 15, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty India Select 5 Corporate Groups (MAATR)",300.5,INR,-0.825082508250825,7512877,1.0875834601513863,1118494224352,INR,1.4212782139097024,211.4294,INR,267.43427855431065,0.987816924596641,Neutral
TRENT,Trent Limited,Retail trade,"Nifty 50, Nifty 500, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty India New Age Consumption, Nifty Tata Group 25% Cap, Nifty Non-Cyclical Consumer, Nifty 100 Liquid 15, Nifty MidSmall India Consumption, Nifty 500 LargeMidSmall Equal-Cap, Nifty India Select 5 Corporate Groups (MAATR)",2818.7,INR,-0.046099290780148294,503802,0.732895973554169,1504407969079,INR,83.08695434300081,33.9247,INR,14.214196015850417,0.141778612696275,Buy
UPL,UPL Limited,Process industries,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Commodities, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Rural, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap",575.3,INR,-0.06948063227376948,1242223,0.57357773639812,487085657532,INR,24.048791499109612,23.9222,INR,75.80028807431141,1.03986135181976,Buy
VBL,Varun Beverages Ltd.,Consumer non-durables,"Nifty 500, Nifty Next 50, Nifty FMCG, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Non-Cyclical Consumer, Nifty 100 Quality 30, Nifty MidSmall India Consumption, Nifty 500 LargeMidSmall Equal-Cap",410.5,INR,0.85995085995086,7713560,1.1224892311504078,1373280825684,INR,41.00161809065303,10.0118,INR,17.785882352941165,0.369458128078818,Strong buy
VEDL,Vedanta Limited,Non-energy minerals,"Nifty 500, Nifty Next 50, Nifty Metal, Nifty 200, Nifty Commodities, Nifty MNC, Nifty 100, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 200 Alpha 30, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 100 Liquid 15, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap",269.05,INR,-1.2660550458715554,4834991,0.508016189933475,1070664170087.9999,INR,5.379924015196961,50.01,INR,34.652665589660735,15.5222790357925,Buy
WIPRO,Wipro Limited,Technology services,"Nifty 50, Nifty 500, Nifty IT, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 100 Low Volatility 30, Nifty 100 Quality 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty Low Volatility 50",166.3,INR,-0.4191616766466998,9586645,0.9785467198949639,1657374877930,INR,13.19715582642923,12.6012,INR,-1.8391717884601935,4.77611940298508,Sell
YESBANK,Yes Bank Limited,Finance,"Nifty Bank, Nifty 500, Nifty Private Bank, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty MidSmall Financial Services, Nifty MidCap Liquid 15, Nifty 500 LargeMidSmall Equal-Cap",22.3,INR,-0.5352363960749374,47990386,0.9324242093607095,704028030633,INR,18.71276327934883,1.1917,INR,36.41254578754578,0,Sell
